Institute	Academic Program Name	Quota	Seat Type	Gender	Opening Rank	Closing Rank
National Institute of Technology Arunachal Pradesh	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	14453	15519
National Institute of Technology Arunachal Pradesh	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	23023	23023
National Institute of Technology Arunachal Pradesh	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL (PwD)	Gender-Neutral	1521	1521
National Institute of Technology Arunachal Pradesh	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	8071	8133
National Institute of Technology Arunachal Pradesh	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	11105	11105
National Institute of Technology Arunachal Pradesh	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	2900	2911
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	32453	46275
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	62661	68605
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	HS	OPEN (PwD)	Gender-Neutral	2708	2708
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	6905	9294
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	13658	15879
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	24050	24779
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	8242	10216
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	7364	16491
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	1825	2309
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	HS	ST	Female-only (including Supernumerary)	3495	3495
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	33032	38924
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	45561	50540
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	928	928
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	5423	5853
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	8338	8338
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	11628	12473
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	19626	20092
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL (PwD)	Female-only (including Supernumerary)	1681	1681
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	3203	6262
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	8785	8989
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	2031	2446
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	OS	ST	Female-only (including Supernumerary)	3031	3031
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	8299	11264
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	14736	19508
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	OPEN (PwD)	Gender-Neutral	516	516
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	1916	2288
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	EWS	Female-only (including Supernumerary)	3954	3954
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	2621	4247
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	7823	8264
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL (PwD)	Gender-Neutral	262	262
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	1282	2249
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	3337	4835
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	560	872
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	ST	Female-only (including Supernumerary)	1265	1265
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	6378	8130
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	15486	16847
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	294	294
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Female-only (including Supernumerary)	388	388
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	976	1080
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	2456	2456
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	EWS (PwD)	Gender-Neutral	66	66
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	2086	2905
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	5497	6298
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL (PwD)	Gender-Neutral	114	114
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	1341	1830
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	3242	3707
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	659	672
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	ST	Female-only (including Supernumerary)	1627	1627
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	17583	22001
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	33576	39017
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	HS	OPEN (PwD)	Gender-Neutral	1201	1201
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	3140	3404
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	HS	EWS	Female-only (including Supernumerary)	5971	5971
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	5827	7737
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	11873	13271
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL (PwD)	Gender-Neutral	1104	1104
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	4776	6053
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	5572	5572
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	1511	1794
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	14272	17550
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	25334	30963
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	275	275
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	2361	2439
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	4635	4635
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	OS	EWS (PwD)	Female-only (including Supernumerary)	267	267
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	4876	5986
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	12471	13320
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL (PwD)	Gender-Neutral	539	539
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	2438	3418
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	5914	5914
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	OS	SC (PwD)	Gender-Neutral	272	272
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	1657	1838
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	12336	17264
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	21476	33004
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	OPEN (PwD)	Female-only (including Supernumerary)	2890	2890
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	2388	2670
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	EWS	Female-only (including Supernumerary)	5472	5472
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	4345	4888
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	9604	9837
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL (PwD)	Gender-Neutral	748	748
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	1650	4197
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	2847	6774
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	1190	1394
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	ST	Female-only (including Supernumerary)	1696	1696
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	9000	11586
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	19995	22912
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Female-only (including Supernumerary)	1164	1164
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	1538	1673
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	3866	3866
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	EWS (PwD)	Gender-Neutral	151	151
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	3389	4608
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	7601	10328
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL (PwD)	Gender-Neutral	386	386
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	2145	2877
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	3492	5169
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	SC (PwD)	Gender-Neutral	219	219
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	942	1175
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	ST	Female-only (including Supernumerary)	2254	2254
National Institute of Technology, Jamshedpur	Engineering and Computational Mechanics (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	23028	26546
National Institute of Technology, Jamshedpur	Engineering and Computational Mechanics (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	50133	50133
National Institute of Technology, Jamshedpur	Engineering and Computational Mechanics (4 Years, Bachelor of Technology)	HS	OPEN (PwD)	Gender-Neutral	1012	1012
National Institute of Technology, Jamshedpur	Engineering and Computational Mechanics (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	4249	4249
National Institute of Technology, Jamshedpur	Engineering and Computational Mechanics (4 Years, Bachelor of Technology)	HS	EWS	Female-only (including Supernumerary)	9267	9267
National Institute of Technology, Jamshedpur	Engineering and Computational Mechanics (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	8022	8422
National Institute of Technology, Jamshedpur	Engineering and Computational Mechanics (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	16074	16074
National Institute of Technology, Jamshedpur	Engineering and Computational Mechanics (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	3588	6966
National Institute of Technology, Jamshedpur	Engineering and Computational Mechanics (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	3092	3092
National Institute of Technology, Jamshedpur	Engineering and Computational Mechanics (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	18809	20025
National Institute of Technology, Jamshedpur	Engineering and Computational Mechanics (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	30680	30680
National Institute of Technology, Jamshedpur	Engineering and Computational Mechanics (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	2764	2764
National Institute of Technology, Jamshedpur	Engineering and Computational Mechanics (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	5779	5842
National Institute of Technology, Jamshedpur	Engineering and Computational Mechanics (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	12961	12961
National Institute of Technology, Jamshedpur	Engineering and Computational Mechanics (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	3878	3902
National Institute of Technology, Jamshedpur	Engineering and Computational Mechanics (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	6652	6652
National Institute of Technology, Jamshedpur	Engineering and Computational Mechanics (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	1872	1872
National Institute of Technology, Jamshedpur	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	23470	33105
National Institute of Technology, Jamshedpur	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	45354	59944
National Institute of Technology, Jamshedpur	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	5056	6505
National Institute of Technology, Jamshedpur	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	EWS	Female-only (including Supernumerary)	15233	15233
National Institute of Technology, Jamshedpur	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	9151	11241
National Institute of Technology, Jamshedpur	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	18179	18716
National Institute of Technology, Jamshedpur	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL (PwD)	Gender-Neutral	1009	1009
National Institute of Technology, Jamshedpur	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	6420	7815
National Institute of Technology, Jamshedpur	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	9078	11877
National Institute of Technology, Jamshedpur	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	1842	2241
National Institute of Technology, Jamshedpur	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	ST	Female-only (including Supernumerary)	4141	4141
National Institute of Technology, Jamshedpur	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	21188	25728
National Institute of Technology, Jamshedpur	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	30836	45371
National Institute of Technology, Jamshedpur	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	1148	1148
National Institute of Technology, Jamshedpur	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	3517	3876
National Institute of Technology, Jamshedpur	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	6678	6678
National Institute of Technology, Jamshedpur	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	7524	8988
National Institute of Technology, Jamshedpur	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	16527	18232
National Institute of Technology, Jamshedpur	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL (PwD)	Gender-Neutral	1224	1224
National Institute of Technology, Jamshedpur	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	4533	5044
National Institute of Technology, Jamshedpur	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	8142	8471
National Institute of Technology, Jamshedpur	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	1888	2353
National Institute of Technology, Jamshedpur	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	ST	Female-only (including Supernumerary)	3282	3282
National Institute of Technology, Jamshedpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	37936	47333
National Institute of Technology, Jamshedpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	63468	72247
National Institute of Technology, Jamshedpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	HS	OPEN (PwD)	Gender-Neutral	3908	3908
National Institute of Technology, Jamshedpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	7188	9595
National Institute of Technology, Jamshedpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	HS	EWS	Female-only (including Supernumerary)	13469	13469
National Institute of Technology, Jamshedpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	14209	16246
National Institute of Technology, Jamshedpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	22549	23691
National Institute of Technology, Jamshedpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	8060	10869
National Institute of Technology, Jamshedpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	14329	14329
National Institute of Technology, Jamshedpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	2490	2650
National Institute of Technology, Jamshedpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	HS	ST	Female-only (including Supernumerary)	4481	4481
National Institute of Technology, Jamshedpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	28005	42215
National Institute of Technology, Jamshedpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	42580	51556
National Institute of Technology, Jamshedpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	6000	6181
National Institute of Technology, Jamshedpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	OS	EWS (PwD)	Gender-Neutral	437	437
National Institute of Technology, Jamshedpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	12118	14037
National Institute of Technology, Jamshedpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	19975	21506
National Institute of Technology, Jamshedpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	6361	7530
National Institute of Technology, Jamshedpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	10762	10762
National Institute of Technology, Jamshedpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	2582	2669
National Institute of Technology, Jamshedpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	OS	ST	Female-only (including Supernumerary)	3885	3885
National Institute of Technology, Jamshedpur	Production and Industrial Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	44420	51697
National Institute of Technology, Jamshedpur	Production and Industrial Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	62623	76814
National Institute of Technology, Jamshedpur	Production and Industrial Engineering (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	7701	9726
National Institute of Technology, Jamshedpur	Production and Industrial Engineering (4 Years, Bachelor of Technology)	HS	EWS	Female-only (including Supernumerary)	17378	17378
National Institute of Technology, Jamshedpur	Production and Industrial Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	16877	17491
National Institute of Technology, Jamshedpur	Production and Industrial Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	25274	25648
National Institute of Technology, Jamshedpur	Production and Industrial Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL (PwD)	Gender-Neutral	1687	1687
National Institute of Technology, Jamshedpur	Production and Industrial Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	11197	11723
National Institute of Technology, Jamshedpur	Production and Industrial Engineering (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	15083	15083
National Institute of Technology, Jamshedpur	Production and Industrial Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	3080	3379
National Institute of Technology, Jamshedpur	Production and Industrial Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	28114	39557
National Institute of Technology, Jamshedpur	Production and Industrial Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	51883	53135
National Institute of Technology, Jamshedpur	Production and Industrial Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	2482	2482
National Institute of Technology, Jamshedpur	Production and Industrial Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	5974	6305
National Institute of Technology, Jamshedpur	Production and Industrial Engineering (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	8605	8605
National Institute of Technology, Jamshedpur	Production and Industrial Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	12681	13558
National Institute of Technology, Jamshedpur	Production and Industrial Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	19664	20456
National Institute of Technology, Jamshedpur	Production and Industrial Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	6653	6952
National Institute of Technology, Jamshedpur	Production and Industrial Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	10614	10614
National Institute of Technology, Jamshedpur	Production and Industrial Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	2214	2697
National Institute of Technology, Kurukshetra	Architecture  (5 Years, Bachelor of Architecture)	HS	OPEN	Gender-Neutral	1357	1793
National Institute of Technology, Kurukshetra	Architecture  (5 Years, Bachelor of Architecture)	HS	OPEN	Female-only (including Supernumerary)	1201	1326
National Institute of Technology, Kurukshetra	Architecture  (5 Years, Bachelor of Architecture)	HS	EWS	Gender-Neutral	245	319
National Institute of Technology, Kurukshetra	Architecture  (5 Years, Bachelor of Architecture)	HS	OBC-NCL	Gender-Neutral	660	1533
National Institute of Technology, Kurukshetra	Architecture  (5 Years, Bachelor of Architecture)	HS	OBC-NCL	Female-only (including Supernumerary)	567	567
National Institute of Technology, Kurukshetra	Architecture  (5 Years, Bachelor of Architecture)	HS	SC	Gender-Neutral	264	264
National Institute of Technology, Kurukshetra	Architecture  (5 Years, Bachelor of Architecture)	HS	SC	Female-only (including Supernumerary)	192	192
National Institute of Technology, Kurukshetra	Architecture  (5 Years, Bachelor of Architecture)	HS	ST	Gender-Neutral	506	506
National Institute of Technology, Kurukshetra	Architecture  (5 Years, Bachelor of Architecture)	OS	OPEN	Gender-Neutral	698	974
National Institute of Technology, Kurukshetra	Architecture  (5 Years, Bachelor of Architecture)	OS	OPEN	Female-only (including Supernumerary)	281	281
National Institute of Technology, Kurukshetra	Architecture  (5 Years, Bachelor of Architecture)	OS	EWS	Gender-Neutral	252	252
National Institute of Technology, Kurukshetra	Architecture  (5 Years, Bachelor of Architecture)	OS	EWS	Female-only (including Supernumerary)	350	350
National Institute of Technology, Kurukshetra	Architecture  (5 Years, Bachelor of Architecture)	OS	OBC-NCL	Gender-Neutral	411	515
National Institute of Technology, Kurukshetra	Architecture  (5 Years, Bachelor of Architecture)	OS	OBC-NCL	Female-only (including Supernumerary)	502	502
National Institute of Technology, Kurukshetra	Architecture  (5 Years, Bachelor of Architecture)	OS	SC	Gender-Neutral	191	232
