Institute	Academic Program Name	Quota	Seat Type	Gender	Opening Rank	Closing Rank
National Institute of Technology, Kurukshetra	Architecture  (5 Years, Bachelor of Architecture)	OS	SC	Female-only (including Supernumerary)	114	114
National Institute of Technology, Kurukshetra	Architecture  (5 Years, Bachelor of Architecture)	OS	ST	Gender-Neutral	75	158
National Institute of Technology, Kurukshetra	Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	8120	11621
National Institute of Technology, Kurukshetra	Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	12609	15964
National Institute of Technology, Kurukshetra	Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	1532	1630
National Institute of Technology, Kurukshetra	Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	2960	4628
National Institute of Technology, Kurukshetra	Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	10752	11250
National Institute of Technology, Kurukshetra	Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)	HS	OBC-NCL (PwD)	Gender-Neutral	606	606
National Institute of Technology, Kurukshetra	Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	2331	2598
National Institute of Technology, Kurukshetra	Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	4078	4078
National Institute of Technology, Kurukshetra	Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)	HS	SC (PwD)	Gender-Neutral	53	53
National Institute of Technology, Kurukshetra	Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	2996	2996
National Institute of Technology, Kurukshetra	Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)	HS	ST	Female-only (including Supernumerary)	7287	7287
National Institute of Technology, Kurukshetra	Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	7122	8048
National Institute of Technology, Kurukshetra	Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	15436	16341
National Institute of Technology, Kurukshetra	Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	1036	1160
National Institute of Technology, Kurukshetra	Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	2780	3187
National Institute of Technology, Kurukshetra	Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	6400	6400
National Institute of Technology, Kurukshetra	Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	1416	1489
National Institute of Technology, Kurukshetra	Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	2324	2324
National Institute of Technology, Kurukshetra	Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	679	781
National Institute of Technology, Kurukshetra	Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)	OS	ST	Female-only (including Supernumerary)	727	727
National Institute of Technology, Kurukshetra	Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	5310	10654
National Institute of Technology, Kurukshetra	Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	12986	16221
National Institute of Technology, Kurukshetra	Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	1793	1841
National Institute of Technology, Kurukshetra	Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)	HS	EWS	Female-only (including Supernumerary)	2909	2909
National Institute of Technology, Kurukshetra	Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	3062	4614
National Institute of Technology, Kurukshetra	Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	11678	13236
National Institute of Technology, Kurukshetra	Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	1850	2564
National Institute of Technology, Kurukshetra	Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	1577	1577
National Institute of Technology, Kurukshetra	Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	2499	2499
National Institute of Technology, Kurukshetra	Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	6993	8462
National Institute of Technology, Kurukshetra	Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	13714	14422
National Institute of Technology, Kurukshetra	Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	321	321
National Institute of Technology, Kurukshetra	Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	1111	1200
National Institute of Technology, Kurukshetra	Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	2630	3196
National Institute of Technology, Kurukshetra	Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	6261	6949
National Institute of Technology, Kurukshetra	Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	1401	1526
National Institute of Technology, Kurukshetra	Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	3789	3789
National Institute of Technology, Kurukshetra	Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	751	751
National Institute of Technology, Kurukshetra	Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)	OS	ST	Female-only (including Supernumerary)	1871	1871
National Institute of Technology, Kurukshetra	Civil Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	28543	39551
National Institute of Technology, Kurukshetra	Civil Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	42070	50993
National Institute of Technology, Kurukshetra	Civil Engineering (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	5574	5900
National Institute of Technology, Kurukshetra	Civil Engineering (4 Years, Bachelor of Technology)	HS	EWS	Female-only (including Supernumerary)	8667	8667
National Institute of Technology, Kurukshetra	Civil Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	11490	14031
National Institute of Technology, Kurukshetra	Civil Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	16464	21224
National Institute of Technology, Kurukshetra	Civil Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	5428	6234
National Institute of Technology, Kurukshetra	Civil Engineering (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	5427	5427
National Institute of Technology, Kurukshetra	Civil Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	4785	42009
National Institute of Technology, Kurukshetra	Civil Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	25567	34753
National Institute of Technology, Kurukshetra	Civil Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	40634	46724
National Institute of Technology, Kurukshetra	Civil Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	924	924
National Institute of Technology, Kurukshetra	Civil Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	4956	5129
National Institute of Technology, Kurukshetra	Civil Engineering (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	7454	7454
National Institute of Technology, Kurukshetra	Civil Engineering (4 Years, Bachelor of Technology)	OS	EWS (PwD)	Gender-Neutral	229	229
National Institute of Technology, Kurukshetra	Civil Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	9704	10605
National Institute of Technology, Kurukshetra	Civil Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	17344	19214
National Institute of Technology, Kurukshetra	Civil Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	1524	5172
National Institute of Technology, Kurukshetra	Civil Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	6376	7849
National Institute of Technology, Kurukshetra	Civil Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	622	1255
National Institute of Technology, Kurukshetra	Civil Engineering (4 Years, Bachelor of Technology)	OS	ST	Female-only (including Supernumerary)	1344	1344
National Institute of Technology, Kurukshetra	Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))	HS	OPEN	Gender-Neutral	41134	41134
National Institute of Technology, Kurukshetra	Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))	HS	OPEN	Female-only (including Supernumerary)	52199	52199
National Institute of Technology, Kurukshetra	Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))	HS	OBC-NCL	Gender-Neutral	15885	15885
National Institute of Technology, Kurukshetra	Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))	HS	SC	Gender-Neutral	7625	7625
National Institute of Technology, Kurukshetra	Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))	HS	ST	Gender-Neutral	19552	19552
National Institute of Technology, Kurukshetra	Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))	OS	OPEN	Gender-Neutral	36067	36067
National Institute of Technology, Kurukshetra	Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))	OS	OPEN	Female-only (including Supernumerary)	49137	49137
National Institute of Technology, Kurukshetra	Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))	OS	EWS	Gender-Neutral	5421	5421
National Institute of Technology, Kurukshetra	Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))	OS	OBC-NCL	Gender-Neutral	12435	12924
National Institute of Technology, Kurukshetra	Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))	OS	SC	Gender-Neutral	5294	5294
National Institute of Technology, Kurukshetra	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	6171	8198
National Institute of Technology, Kurukshetra	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	6972	12218
National Institute of Technology, Kurukshetra	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	OPEN (PwD)	Gender-Neutral	60	60
National Institute of Technology, Kurukshetra	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	1012	1298
National Institute of Technology, Kurukshetra	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	EWS	Female-only (including Supernumerary)	2427	2427
National Institute of Technology, Kurukshetra	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	2171	2982
National Institute of Technology, Kurukshetra	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	4333	6549
National Institute of Technology, Kurukshetra	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL (PwD)	Gender-Neutral	301	301
National Institute of Technology, Kurukshetra	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	520	1599
National Institute of Technology, Kurukshetra	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	2158	2573
National Institute of Technology, Kurukshetra	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	840	1406
National Institute of Technology, Kurukshetra	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	ST	Female-only (including Supernumerary)	1353	1353
National Institute of Technology, Kurukshetra	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	4139	6366
National Institute of Technology, Kurukshetra	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	10920	11578
National Institute of Technology, Kurukshetra	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	93	93
National Institute of Technology, Kurukshetra	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	779	893
National Institute of Technology, Kurukshetra	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	2154	2154
National Institute of Technology, Kurukshetra	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	EWS (PwD)	Gender-Neutral	35	35
